url_path,views_total,views_unique
/hezt/TestRecord/tree/github-repo-stats/hezt/TestRecord,7,1
/hezt/TestRecord/pulse,5,1
/hezt/TestRecord,3,2
/hezt/TestRecord/graphs/commit-activity,3,1
/hezt/TestRecord/tree/github-repo-stats,3,1
/hezt/TestRecord/tree/main,2,2
/hezt/TestRecord/graphs/code-frequency,2,1
/hezt/TestRecord/security,2,1
/hezt/TestRecord/actions,1,1
/hezt/TestRecord/community,1,1
