url_path,views_total,views_unique
/hezt/TestRecord,8,2
/hezt/TestRecord/tree/github-repo-stats/hezt/TestRecord,7,1
/hezt/TestRecord/pulse,5,1
/hezt/TestRecord/tree/github-repo-stats/hezt/TestRecord/latest-report,5,1
/hezt/TestRecord/actions/workflows/github-repo-stats.yml,4,1
/hezt/TestRecord/tree/github-repo-stats,4,1
/hezt/TestRecord/tree/github-repo-stats/hezt/TestRecord/ghrs-data,4,1
/hezt/TestRecord/graphs/commit-activity,3,1
/hezt/TestRecord/actions,2,2
/hezt/TestRecord/tree/main,2,2
