time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-15 00:00:00+00:00,13,7,45,1
2023-05-16 00:00:00+00:00,7,6,34,2
2023-05-17 00:00:00+00:00,1,1,2,1
