url_path,views_total,views_unique
/hezt/TestRecord/tree/github-repo-stats/hezt/TestRecord,2,1
/hezt/TestRecord,1,1
/hezt/TestRecord/actions/workflows/github-repo-stats.yml,1,1
/hezt/TestRecord/tree/github-repo-stats,1,1
