time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-28 00:00:00+00:00,4,4,,
2025-11-29 00:00:00+00:00,2,2,,
2025-11-30 00:00:00+00:00,2,2,,
2025-12-01 00:00:00+00:00,38,10,,
2025-12-02 00:00:00+00:00,14,5,,
2025-12-03 00:00:00+00:00,84,20,,
2025-12-04 00:00:00+00:00,13,5,,
2025-12-05 00:00:00+00:00,5,5,,
2025-12-06 00:00:00+00:00,8,4,,
2025-12-07 00:00:00+00:00,8,4,,
2025-12-08 00:00:00+00:00,2,2,,
2025-12-09 00:00:00+00:00,2,2,,
2025-12-10 00:00:00+00:00,12,4,,
