time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-15 00:00:00+00:00,13,7,45,1
2023-05-16 00:00:00+00:00,7,6,34,2
2023-05-17 00:00:00+00:00,5,4,2,1
2023-05-18 00:00:00+00:00,3,2,0,0
2023-05-19 00:00:00+00:00,4,3,0,0
2023-05-20 00:00:00+00:00,3,2,0,0
2023-05-21 00:00:00+00:00,6,5,0,0
2023-05-22 00:00:00+00:00,6,5,0,0
2023-05-23 00:00:00+00:00,3,2,0,0
2023-05-24 00:00:00+00:00,4,3,0,0
2023-05-25 00:00:00+00:00,1,1,0,0
